Country Name,Country Code,Series,Series Code,mrv
Sierra Leone,SLE,"Population, female",SP.POP.TOTL.FE.IN,3915000
Singapore,SGP,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,38441
Singapore,SGP,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,40303
Singapore,SGP,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,114062
Singapore,SGP,"Enrolment in primary education, male (number)",UIS.E.1.M,119491
Singapore,SGP,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,45189
Singapore,SGP,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,42776
Singapore,SGP,"Population, male",SP.POP.TOTL.MA.IN,2989000
Singapore,SGP,"Population, female",SP.POP.TOTL.FE.IN,2721000
Sint Maarten (Dutch part),SXM,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,616
Sint Maarten (Dutch part),SXM,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,584
Sint Maarten (Dutch part),SXM,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1808
Sint Maarten (Dutch part),SXM,"Enrolment in primary education, male (number)",UIS.E.1.M,1869
Sint Maarten (Dutch part),SXM,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,773
Sint Maarten (Dutch part),SXM,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,740
Sint Maarten (Dutch part),SXM,"Population, male",SP.POP.TOTL.MA.IN,..
Sint Maarten (Dutch part),SXM,"Population, female",SP.POP.TOTL.FE.IN,..
Slovak Republic,SVK,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,123233
Slovak Republic,SVK,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,131000
Slovak Republic,SVK,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,111837
Slovak Republic,SVK,"Enrolment in primary education, male (number)",UIS.E.1.M,117619
Slovak Republic,SVK,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,94242
Slovak Republic,SVK,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,93477
Slovak Republic,SVK,"Population, male",SP.POP.TOTL.MA.IN,2652000
Slovak Republic,SVK,"Population, female",SP.POP.TOTL.FE.IN,2796000
Slovenia,SVN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,26475
Slovenia,SVN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,28062
Slovenia,SVN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,62631
Slovenia,SVN,"Enrolment in primary education, male (number)",UIS.E.1.M,66492
Slovenia,SVN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,46982
Slovenia,SVN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,45484
Slovenia,SVN,"Population, male",SP.POP.TOTL.MA.IN,1029000
Slovenia,SVN,"Population, female",SP.POP.TOTL.FE.IN,1038000
Solomon Islands,SLB,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,16464
Solomon Islands,SLB,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,16762
Solomon Islands,SLB,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,50909
Solomon Islands,SLB,"Enrolment in primary education, male (number)",UIS.E.1.M,54519
Solomon Islands,SLB,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,7502
Solomon Islands,SLB,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,5993
Solomon Islands,SLB,"Population, male",SP.POP.TOTL.MA.IN,341000
Solomon Islands,SLB,"Population, female",SP.POP.TOTL.FE.IN,329000
Somalia,SOM,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,12673
Somalia,SOM,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,27241
Somalia,SOM,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,162095
Somalia,SOM,"Enrolment in primary education, male (number)",UIS.E.1.M,295037
Somalia,SOM,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,..
Somalia,SOM,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,14686
Somalia,SOM,"Population, male",SP.POP.TOTL.MA.IN,7700000
Somalia,SOM,"Population, female",SP.POP.TOTL.FE.IN,7743000
South Africa,ZAF,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,1004788
South Africa,ZAF,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,982328
South Africa,ZAF,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3671331
South Africa,ZAF,"Enrolment in primary education, male (number)",UIS.E.1.M,3897056
South Africa,ZAF,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1390500
South Africa,ZAF,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1501344
South Africa,ZAF,"Population, male",SP.POP.TOTL.MA.IN,28859000
South Africa,ZAF,"Population, female",SP.POP.TOTL.FE.IN,29699000
South Sudan,SSD,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,39433
South Sudan,SSD,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,68221
South Sudan,SSD,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,520739
South Sudan,SSD,"Enrolment in primary education, male (number)",UIS.E.1.M,753113
South Sudan,SSD,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,39302
South Sudan,SSD,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,17179
South Sudan,SSD,"Population, male",SP.POP.TOTL.MA.IN,5651342
South Sudan,SSD,"Population, female",SP.POP.TOTL.FE.IN,5644831
Spain,ESP,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,800669
Spain,ESP,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,861617
Spain,ESP,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1482264
Spain,ESP,"Enrolment in primary education, male (number)",UIS.E.1.M,1561132
Spain,ESP,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,854930
Spain,ESP,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,853853
Spain,ESP,"Population, male",SP.POP.TOTL.MA.IN,22952000
Spain,ESP,"Population, female",SP.POP.TOTL.FE.IN,23767000
Sri Lanka,LKA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,689950
Sri Lanka,LKA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,698052
Sri Lanka,LKA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,849494
Sri Lanka,LKA,"Enrolment in primary education, male (number)",UIS.E.1.M,875930
Sri Lanka,LKA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,635512
Sri Lanka,LKA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,704451
Sri Lanka,LKA,"Population, male",SP.POP.TOTL.MA.IN,10441000
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,11316000
St. Kitts and Nevis,KNA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,1285
St. Kitts and Nevis,KNA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,1251
St. Kitts and Nevis,KNA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2688
St. Kitts and Nevis,KNA,"Enrolment in primary education, male (number)",UIS.E.1.M,2764
St. Kitts and Nevis,KNA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,778
St. Kitts and Nevis,KNA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,861
St. Kitts and Nevis,KNA,"Population, male",SP.POP.TOTL.MA.IN,..
St. Kitts and Nevis,KNA,"Population, female",SP.POP.TOTL.FE.IN,..
St. Lucia,LCA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,3255
St. Lucia,LCA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,3435
St. Lucia,LCA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,7813
St. Lucia,LCA,"Enrolment in primary education, male (number)",UIS.E.1.M,7880
St. Lucia,LCA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,2379
St. Lucia,LCA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,2325
St. Lucia,LCA,"Population, male",SP.POP.TOTL.MA.IN,90000
St. Lucia,LCA,"Population, female",SP.POP.TOTL.FE.IN,93000
St. Martin (French part),MAF,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,..
St. Martin (French part),MAF,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,..
St. Martin (French part),MAF,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,..
St. Martin (French part),MAF,"Enrolment in primary education, male (number)",UIS.E.1.M,..
St. Martin (French part),MAF,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,..
St. Martin (French part),MAF,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,..
St. Martin (French part),MAF,"Population, male",SP.POP.TOTL.MA.IN,..
St. Martin (French part),MAF,"Population, female",SP.POP.TOTL.FE.IN,..
St. Vincent and the Grenadines,VCT,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,2941
St. Vincent and the Grenadines,VCT,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,3359
St. Vincent and the Grenadines,VCT,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,6513
St. Vincent and the Grenadines,VCT,"Enrolment in primary education, male (number)",UIS.E.1.M,6685
St. Vincent and the Grenadines,VCT,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1651
St. Vincent and the Grenadines,VCT,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1857
St. Vincent and the Grenadines,VCT,"Population, male",SP.POP.TOTL.MA.IN,56000
St. Vincent and the Grenadines,VCT,"Population, female",SP.POP.TOTL.FE.IN,54000
Sudan,SDN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,553523
Sudan,SDN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,584062
Sudan,SDN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2341342
Sudan,SDN,"Enrolment in primary education, male (number)",UIS.E.1.M,2558322
Sudan,SDN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,524134
Sudan,SDN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,543315
Sudan,SDN,"Population, male",SP.POP.TOTL.MA.IN,21388000
Sudan,SDN,"Population, female",SP.POP.TOTL.FE.IN,21425000
Suriname,SUR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,19193
Suriname,SUR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,18160
Suriname,SUR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,32826
Suriname,SUR,"Enrolment in primary education, male (number)",UIS.E.1.M,35321
Suriname,SUR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,5696
Suriname,SUR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,9673
Suriname,SUR,"Population, male",SP.POP.TOTL.MA.IN,292000
Suriname,SUR,"Population, female",SP.POP.TOTL.FE.IN,289000
Sweden,SWE,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,187522
Sweden,SWE,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,194734
Sweden,SWE,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,438196
Sweden,SWE,"Enrolment in primary education, male (number)",UIS.E.1.M,455299
Sweden,SWE,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,270694
Sweden,SWE,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,281591
Sweden,SWE,"Population, male",SP.POP.TOTL.MA.IN,5133000
Sweden,SWE,"Population, female",SP.POP.TOTL.FE.IN,5118000
Switzerland,CHE,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,124891
Switzerland,CHE,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,131240
Switzerland,CHE,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,249953
Switzerland,CHE,"Enrolment in primary education, male (number)",UIS.E.1.M,264711
Switzerland,CHE,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,187852
Switzerland,CHE,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,164895
Switzerland,CHE,"Population, male",SP.POP.TOTL.MA.IN,4255000
Switzerland,CHE,"Population, female",SP.POP.TOTL.FE.IN,4325000
Syrian Arab Republic,SYR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,691848
Syrian Arab Republic,SYR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,753997
Syrian Arab Republic,SYR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,744109
Syrian Arab Republic,SYR,"Enrolment in primary education, male (number)",UIS.E.1.M,803207
Syrian Arab Republic,SYR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,201301
Syrian Arab Republic,SYR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,209994
Syrian Arab Republic,SYR,"Population, male",SP.POP.TOTL.MA.IN,8555000
Syrian Arab Republic,SYR,"Population, female",SP.POP.TOTL.FE.IN,8516000
Tajikistan,TJK,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,388472
Tajikistan,TJK,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,421173
Tajikistan,TJK,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,372268
Tajikistan,TJK,"Enrolment in primary education, male (number)",UIS.E.1.M,398772
Tajikistan,TJK,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,134392
Tajikistan,TJK,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,98964
Tajikistan,TJK,"Population, male",SP.POP.TOTL.MA.IN,4698000
Tajikistan,TJK,"Population, female",SP.POP.TOTL.FE.IN,4623000
Tanzania,TZA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,1139596
Tanzania,TZA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,1045441
Tanzania,TZA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5304648
Tanzania,TZA,"Enrolment in primary education, male (number)",UIS.E.1.M,5300782
Tanzania,TZA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,87647
Tanzania,TZA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,65773
Tanzania,TZA,"Population, male",SP.POP.TOTL.MA.IN,28981000
Tanzania,TZA,"Population, female",SP.POP.TOTL.FE.IN,29025000
Thailand,THA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,1423040
Thailand,THA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,1633140
Thailand,THA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2376233
Thailand,THA,"Enrolment in primary education, male (number)",UIS.E.1.M,2522843
Thailand,THA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1501675
Thailand,THA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1461374
Thailand,THA,"Population, male",SP.POP.TOTL.MA.IN,33905000
Thailand,THA,"Population, female",SP.POP.TOTL.FE.IN,35721000
Timor-Leste,TLS,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,45847
Timor-Leste,TLS,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,44265
Timor-Leste,TLS,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,100332
Timor-Leste,TLS,"Enrolment in primary education, male (number)",UIS.E.1.M,106180
Timor-Leste,TLS,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,34011
Timor-Leste,TLS,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,37537
Timor-Leste,TLS,"Population, male",SP.POP.TOTL.MA.IN,654000
Timor-Leste,TLS,"Population, female",SP.POP.TOTL.FE.IN,640000
Togo,TGO,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,240413
Togo,TGO,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,308917
Togo,TGO,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,776334
Togo,TGO,"Enrolment in primary education, male (number)",UIS.E.1.M,808042
Togo,TGO,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,113623
Togo,TGO,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,64996
Togo,TGO,"Population, male",SP.POP.TOTL.MA.IN,4021000
Togo,TGO,"Population, female",SP.POP.TOTL.FE.IN,4062000
Tonga,TON,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,6192
Tonga,TON,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,6676
Tonga,TON,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,8052
Tonga,TON,"Enrolment in primary education, male (number)",UIS.E.1.M,8930
Tonga,TON,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1396
Tonga,TON,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1536
Tonga,TON,"Population, male",SP.POP.TOTL.MA.IN,52000
Tonga,TON,"Population, female",SP.POP.TOTL.FE.IN,52000
Trinidad and Tobago,TTO,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,27195
Trinidad and Tobago,TTO,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,27865
Trinidad and Tobago,TTO,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,63652
Trinidad and Tobago,TTO,"Enrolment in primary education, male (number)",UIS.E.1.M,67698
Trinidad and Tobago,TTO,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,21464
Trinidad and Tobago,TTO,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,22980
Trinidad and Tobago,TTO,"Population, male",SP.POP.TOTL.MA.IN,689000
Trinidad and Tobago,TTO,"Population, female",SP.POP.TOTL.FE.IN,706000
Tunisia,TUN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,249975
Tunisia,TUN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,259738
Tunisia,TUN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,577174
Tunisia,TUN,"Enrolment in primary education, male (number)",UIS.E.1.M,624562
Tunisia,TUN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,234565
Tunisia,TUN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,282336
Tunisia,TUN,"Population, male",SP.POP.TOTL.MA.IN,5798000
Tunisia,TUN,"Population, female",SP.POP.TOTL.FE.IN,5897000
Turkey,TUR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,2748614
Turkey,TUR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,2841520
Turkey,TUR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2482867
Turkey,TUR,"Enrolment in primary education, male (number)",UIS.E.1.M,2621732
Turkey,TUR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,2985179
Turkey,TUR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,2704248
Turkey,TUR,"Population, male",SP.POP.TOTL.MA.IN,41174000
Turkey,TUR,"Population, female",SP.POP.TOTL.FE.IN,42256000
Turkmenistan,TKM,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,268383
Turkmenistan,TKM,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,280407
Turkmenistan,TKM,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,272340
Turkmenistan,TKM,"Enrolment in primary education, male (number)",UIS.E.1.M,284844
Turkmenistan,TKM,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,80243
Turkmenistan,TKM,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,77514
Turkmenistan,TKM,"Population, male",SP.POP.TOTL.MA.IN,2926000
Turkmenistan,TKM,"Population, female",SP.POP.TOTL.FE.IN,3016000
Turks and Caicos Islands,TCA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,738
Turks and Caicos Islands,TCA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,768
Turks and Caicos Islands,TCA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1795
Turks and Caicos Islands,TCA,"Enrolment in primary education, male (number)",UIS.E.1.M,1885
Turks and Caicos Islands,TCA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,398
Turks and Caicos Islands,TCA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,412
Turks and Caicos Islands,TCA,"Population, male",SP.POP.TOTL.MA.IN,..
Turks and Caicos Islands,TCA,"Population, female",SP.POP.TOTL.FE.IN,..
Tuvalu,TUV,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,172
Tuvalu,TUV,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,164
Tuvalu,TUV,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,787
Tuvalu,TUV,"Enrolment in primary education, male (number)",UIS.E.1.M,901
Tuvalu,TUV,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,137
Tuvalu,TUV,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,209
Tuvalu,TUV,"Population, male",SP.POP.TOTL.MA.IN,..
Tuvalu,TUV,"Population, female",SP.POP.TOTL.FE.IN,..
Uganda,UGA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,275205
Uganda,UGA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,334021
Uganda,UGA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4445076
Uganda,UGA,"Enrolment in primary education, male (number)",UIS.E.1.M,4395513
Uganda,UGA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,107813
Uganda,UGA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,81291
Uganda,UGA,"Population, male",SP.POP.TOTL.MA.IN,21807000
Uganda,UGA,"Population, female",SP.POP.TOTL.FE.IN,22462000
Ukraine,UKR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,905022
Ukraine,UKR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,940402
Ukraine,UKR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,840118
Ukraine,UKR,"Enrolment in primary education, male (number)",UIS.E.1.M,884546
Ukraine,UKR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,312326
Ukraine,UKR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,286798
Ukraine,UKR,"Population, male",SP.POP.TOTL.MA.IN,20563000
Ukraine,UKR,"Population, female",SP.POP.TOTL.FE.IN,23828000
United Arab Emirates,ARE,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,152324
United Arab Emirates,ARE,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,158613
United Arab Emirates,ARE,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,238327
United Arab Emirates,ARE,"Enrolment in primary education, male (number)",UIS.E.1.M,247759
United Arab Emirates,ARE,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,123322
United Arab Emirates,ARE,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,94221
United Arab Emirates,ARE,"Population, male",SP.POP.TOTL.MA.IN,6767000
United Arab Emirates,ARE,"Population, female",SP.POP.TOTL.FE.IN,3004000
United Kingdom,GBR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,1264696.30361
United Kingdom,GBR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,1355022.15057
United Kingdom,GBR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2387017
United Kingdom,GBR,"Enrolment in primary education, male (number)",UIS.E.1.M,2505485
United Kingdom,GBR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1760447.36786
United Kingdom,GBR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1793524.7658
United Kingdom,GBR,"Population, male",SP.POP.TOTL.MA.IN,33019000
United Kingdom,GBR,"Population, female",SP.POP.TOTL.FE.IN,33838000
United States,USA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,6176264.42185
United States,USA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,6505501.70774
United States,USA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,12205274.5316
United States,USA,"Enrolment in primary education, male (number)",UIS.E.1.M,12752681.36194
United States,USA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,6246285.77109
United States,USA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,5943304.6643
United States,USA,"Population, male",SP.POP.TOTL.MA.IN,163058000
United States,USA,"Population, female",SP.POP.TOTL.FE.IN,166475000
Uruguay,URY,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,89688
Uruguay,URY,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,92136
Uruguay,URY,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,144325
Uruguay,URY,"Enrolment in primary education, male (number)",UIS.E.1.M,152466
Uruguay,URY,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,80215
Uruguay,URY,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,93812
Uruguay,URY,"Population, male",SP.POP.TOTL.MA.IN,1672000
Uruguay,URY,"Population, female",SP.POP.TOTL.FE.IN,1790000
Uzbekistan,UZB,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,1256564
Uzbekistan,UZB,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,1351085
Uzbekistan,UZB,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1212132
Uzbekistan,UZB,"Enrolment in primary education, male (number)",UIS.E.1.M,1293798
Uzbekistan,UZB,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,738528
Uzbekistan,UZB,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,726851
Uzbekistan,UZB,"Population, male",SP.POP.TOTL.MA.IN,16639000
Uzbekistan,UZB,"Population, female",SP.POP.TOTL.FE.IN,16721000
Vanuatu,VUT,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,7400
Vanuatu,VUT,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,7832
Vanuatu,VUT,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,21741
Vanuatu,VUT,"Enrolment in primary education, male (number)",UIS.E.1.M,24190
Vanuatu,VUT,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,2666
Vanuatu,VUT,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,2670
Vanuatu,VUT,"Population, male",SP.POP.TOTL.MA.IN,152000
Vanuatu,VUT,"Population, female",SP.POP.TOTL.FE.IN,148000
"Venezuela, RB",VEN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,767726
"Venezuela, RB",VEN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,766293
"Venezuela, RB",VEN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1586206
"Venezuela, RB",VEN,"Enrolment in primary education, male (number)",UIS.E.1.M,1699093
"Venezuela, RB",VEN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,408151
"Venezuela, RB",VEN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,449004
"Venezuela, RB",VEN,"Population, male",SP.POP.TOTL.MA.IN,14045000
"Venezuela, RB",VEN,"Population, female",SP.POP.TOTL.FE.IN,14471000
Vietnam,VNM,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,2651627
Vietnam,VNM,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,2804248
Vietnam,VNM,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4063365
Vietnam,VNM,"Enrolment in primary education, male (number)",UIS.E.1.M,4443197
Vietnam,VNM,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,864263
Vietnam,VNM,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,702367
Vietnam,VNM,"Population, male",SP.POP.TOTL.MA.IN,48151000
Vietnam,VNM,"Population, female",SP.POP.TOTL.FE.IN,48311000
Virgin Islands (U.S.),VIR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,..
Virgin Islands (U.S.),VIR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,..
Virgin Islands (U.S.),VIR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,6778
Virgin Islands (U.S.),VIR,"Enrolment in primary education, male (number)",UIS.E.1.M,7766
